,unique-id,text,aggresssion-level,preprocess,flesch_reading_ease,flesch_kincaid_grade_level,syllables,words,characters,class
958,sme_959,@BJPLucknowBJP @BJP4India @BhimBassi @DelhiPolice Took you as official BJP UP. Points must be raised and action must be taken. #shutdownjnu,CAG,    took you as official bjp up. points must be raised and action must be taken. #shutdownjnu,42.72,12.27,34,20,139,0
959,sme_960,doubles- wicket: pakistan 102/4 (target: 301) v india sohaib maqsood c raina b yadav 0 (2) yadav 4.4-0-25-2 #indvspak #indvpak #cwc15,NAG,doubles- wicket: pakistan 102/4 (target: 301) v india sohaib maqsood c raina b yadav 0 (2) yadav 4.4-0-25-2 #indvspak #indvpak #cwc15,40.49,12.83,36,21,133,2
960,sme_961,@hdfclife #indvspak 3 - total number of catches by teamindia :d meri team meri jeet!! #myteammypride indiaaahhhhh,NAG, #indvspak 3 - total number of catches by teamindia :d meri team meri jeet!! #myteammypride indiaaahhhhh,16.11,14.99,33,16,113,2
961,sme_962,#ShutDownJNU do it..,CAG,#shutdownjnu do it..,62.79,5.25,5,3,20,0
962,sme_963,what a wicket !!!!!!!!! woohooooo #indvsuae #wontgiveitback #cwc15 #bleedblue,NAG,what a wicket !!!!!!!!! woohooooo #indvsuae #wontgiveitback #cwc15 #bleedblue,29.52,11.13,16,8,77,2
963,sme_964,take actions..stop them before its too late #ShutDownJNU,CAG,take actions..stop them before its too late #shutdownjnu,61.24,6.71,13,8,56,0
964,sme_965,#JNU #ShutDownJNU Hizbul and Lashkar sleeper cells active in JNU https:// twitter.com/Yamla_jaat/sta tus/790434128512462849 …,CAG,#jnu #shutdownjnu hizbul and lashkar sleeper cells active in jnu https:// twitter.com/yamla_jaat/sta tus/790434128512462849 …,47.6,10.1,24,14,125,0
965,sme_966,Where r people who returned awards for #Intorance India now all r quite #shame pls take action @narendramodi @ArvindKejriwal #ShutDownJNU,OAG,where r people who returned awards for #intorance india now all r quite #shame pls take action   #shutdownjnu,42.72,12.27,34,20,137,1
966,sme_967,"These anti nationalists just want to destabilize india.so destabilize these anti nationals,act strongly and harshly.. #ShutDownJNU",CAG,"these anti nationalists just want to destabilize india.so destabilize these anti nationals,act strongly and harshly.. #shutdownjnu",0.25,17.2,36,16,130,0
967,sme_968,Who has indoctrinated & brainwashed these obdurate & cantankerous dimwits? Expel & expunge anything that promotes Sedition. #ShutDownJNU,CAG,who has indoctrinated & brainwashed these obdurate & cantankerous dimwits? expel & expunge anything that promotes sedition. #shutdownjnu,-5.79,17.79,35,15,136,0
968,sme_969,@waglenikhil And you remember your own Communist/Marxist/Anti National history. #ShutDownJNU https:// twitter.com/waglenikhil/st atus/697495977649950720 …,OAG, and you remember your own communist/marxist/anti national history. #shutdownjnu https:// twitter.com/waglenikhil/st atus/697495977649950720 …,-0.75,16.84,32,14,154,1
969,sme_970,#ShutDownJNU #ShutDownJNU #ShutDownJNU #ShutDownJNU #ShutDownJNU #ShutDownJNU #ShutDownJNU #ShutDownJNU https:// twitter.com/BJPLucknowBJP/ status/697492200339304449 …,CAG,#shutdownjnu #shutdownjnu #shutdownjnu #shutdownjnu #shutdownjnu #shutdownjnu #shutdownjnu #shutdownjnu https:// twitter.com/bjplucknowbjp/ status/697492200339304449 …,-66.2,25.47,37,12,167,0
970,sme_971,@shafaq__khan #ShutdownJNU Terrorist in the making https:// twitter.com/shafaq__khan/s tatus/697498299960406018 …,OAG, #shutdownjnu terrorist in the making https:// twitter.com/shafaq__khan/s tatus/697498299960406018 …,52.87,8.37,17,10,113,1
971,sme_972,Lot of people in JNU are in need of serious psychological help to deal with their hallucinations and insecurities. #ShutDownJNU,OAG,lot of people in jnu are in need of serious psychological help to deal with their hallucinations and insecurities. #shutdownjnu,30.03,14.04,37,20,127,1
972,sme_973,Boycott these Terrorist Sympathisers in Media #ShutDownJNU https:// twitter.com/waglenikhil/st atus/697486516155764736 …,OAG,boycott these terrorist sympathisers in media #shutdownjnu https:// twitter.com/waglenikhil/st atus/697486516155764736 …,18.78,13.37,23,11,120,1
973,sme_974,#ShutDownJNU and save the brainwashing of youth by Anti National Marxists,CAG,#shutdownjnu and save the brainwashing of youth by anti national marxists,49.54,9.08,19,11,73,0
974,sme_975,@DelhiPolice - What is stopping u from arresting the ppl chanting Anti India slogans at JNU? Pls act swiftly and arrest them. #ShutDownJNU,OAG, - what is stopping u from arresting the ppl chanting anti india slogans at jnu? pls act swiftly and arrest them. #shutdownjnu,46.07,12.3,36,22,138,1
975,sme_976,Sometimes I really feel that Indian soldiers are pointing guns in wrong direction.. True enemies are in our country. #ShutDownJNU,CAG,sometimes i really feel that indian soldiers are pointing guns in wrong direction.. true enemies are in our country. #shutdownjnu,42.72,12.27,34,20,129,0
976,sme_977,"#ShutDownJNU Nation shd cme 1st n anythng detrimentll 2 national interest shd b strictly dealt wd ,wdout exception. https:// twitter.com/iNirajVerma/st atus/697442438307147777 …",OAG,"#shutdownjnu nation shd cme 1st n anythng detrimentll 2 national interest shd b strictly dealt wd ,wdout exception. https:// twitter.com/inirajverma/st atus/697442438307147777 …",26.84,14.98,41,22,177,1
977,sme_978,#ShutDownJNU or #ConvertJNU2SCBU SubhashChandBoshUniversity https:// twitter.com/mvmeet/status/ 697481434743840768 …,CAG,#shutdownjnu or #convertjnu2scbu subhashchandboshuniversity https:// twitter.com/mvmeet/status/ 697481434743840768 …,-33.93,19.98,22,8,116,0
978,sme_979,@waglenikhil pls use #ShutDownJNU and show ur patriotism,OAG, pls use #shutdownjnu and show ur patriotism,50.67,8.18,14,8,56,1
979,sme_980,JNU should be burnt down to ashes. #ShutDownJNU #FlashpointAfzal,OAG,jnu should be burnt down to ashes. #shutdownjnu #flashpointafzal,75.5,4.96,13,9,64,1
980,sme_981,#shutdownjnu All Edu Institutes should be closed until these Anti Nationalist are arrested.....,OAG,#shutdownjnu all edu institutes should be closed until these anti nationalist are arrested.....,37.46,11.26,24,13,95,1
981,sme_982,aj rohit sharma k talent tsunami me uae doob jayega. #indvsuae,CAG,aj rohit sharma k talent tsunami me uae doob jayega. #indvsuae,57.23,8.01,18,11,62,0
982,sme_983,"modi n nawaz k phone kya h, bas ab to match fix hgya! #indvspak #justpakistanithings",CAG,"modi n nawaz k phone kya h, bas ab to match fix hgya! #indvspak #justpakistanithings",73.17,6.78,21,15,84,0
983,sme_984,sannata in kashmiri muslims occupants homes. rip haramkhor traitors !! #indwins #worldcup #indvspak #जयहिन्द,OAG,sannata in kashmiri muslims occupants homes. rip haramkhor traitors !! #indwins #worldcup #indvspak #जयहिन्द,24.44,13.08,26,13,108,1
984,sme_985,#ShutDownJNU has #become #dumping #station of #antinationals #PakLovers #heaven #JNU @HMOIndia @PMOIndia pic.twitter.com/SXCUE9jNi7,OAG,#shutdownjnu has #become #dumping #station of #antinationals #paklovers #heaven #jnu   pic.twitter.com/sxcue9jni7,11.42,14.9,28,13,131,1
985,sme_986,Something like this could happen when the indoctrinated try to take on the educated... :) #StandWithJNU ... http:// fb.me/8aoRFjrir,CAG,something like this could happen when the indoctrinated try to take on the educated... :) #standwithjnu ... http:// fb.me/8aorfjrir,30.33,13.25,32,17,131,0
986,sme_987,"@waglenikhil SO, basically u support anti-national activities in JNU. #ShutDownJNU",OAG," so, basically u support anti-national activities in jnu. #shutdownjnu",2.11,15.45,23,10,82,1
987,sme_988,Suppress voice of dissent #ShutDownJNU Force Rohith to commit suicide So this is future India What a shame @narendramodi,OAG,suppress voice of dissent #shutdownjnu force rohith to commit suicide so this is future india what a shame ,53.97,10.45,30,19,120,1
988,sme_989,We cant allow cowards surviving on tax payers money and using educational campus for anti national activities #ShutDownJNU,OAG,we cant allow cowards surviving on tax payers money and using educational campus for anti national activities #shutdownjnu,9.97,16.34,38,18,122,1
989,sme_990,hahahaha hahahaha....103 to win?? hahahahahahha...:p #indvsuae !!!!,CAG,hahahaha hahahaha....103 to win?? hahahahahahha...:p #indvsuae !!!!,-95.35,28.05,21,6,67,0
990,sme_991,ye #worldcup2015 nahi ye hai world vs india.. 3rs adv mauka mauka ..... #indvsuae .. ! ! ! #undefinedlover... http://t.co/nkube8xc8z,CAG,ye #worldcup2015 nahi ye hai world vs india.. 3rs adv mauka mauka ..... #indvsuae .. ! ! ! #undefinedlover... ,16.77,14.65,31,15,132,0
991,sme_992,#ShutDownJNU : we will prove ourselves to be eunuchs if we simply let go these perpetrators of sedition.,CAG,#shutdownjnu : we will prove ourselves to be eunuchs if we simply let go these perpetrators of sedition.,55.22,9.78,27,17,104,0
992,sme_993,Retweeted Sheetal (@shtl1980): #ShutDownJNU 3lac is the Amt that cost a taxpayer for these antinationals... http:// fb.me/Ksukbi4b,OAG,retweeted sheetal (): #shutdownjnu 3lac is the amt that cost a taxpayer for these antinationals... http:// fb.me/ksukbi4b,45.26,11.17,29,17,130,1
993,sme_994,@narendramodi pls arest @_sabanaqvi @RanaAyyub n their junis in jnu these ppl r dangrous thn who cme frm cros border #ShutDownJNU,OAG, pls arest   n their junis in jnu these ppl r dangrous thn who cme frm cros border #shutdownjnu,68.69,8.9,29,21,129,1
994,sme_995,#ShutDownJNU #JNURow This time if anti-nationals like #Congress #Rahul #Kejriwal #AAP #CPI come to support send them also to Pakistan... 5/n,CAG,#shutdownjnu #jnurow this time if anti-nationals like #congress #rahul #kejriwal #aap #cpi come to support send them also to pakistan... 5/n,52.58,11.14,33,21,140,0
995,sme_996,"This isnt the type of India, shaming those who gave away their life for independence #FlashpointAfzal #ShutDownJNU",CAG,"this isnt the type of india, shaming those who gave away their life for independence #flashpointafzal #shutdownjnu",60.19,9.09,26,17,114,0
996,sme_997,Before JNU Becomes Jihadi Nurturing University #ShutDownJNU .,OAG,before jnu becomes jihadi nurturing university #shutdownjnu .,-29.9,19.17,19,7,61,1
997,sme_998,Terrorists disguised as #JNU students!They r colluding with Pak to destabilize & disintegrate India #ShutDownJNU #FlashpointJNU @jeetensingh,OAG,terrorists disguised as #jnu students!they r colluding with pak to destabilize & disintegrate india #shutdownjnu #flashpointjnu ,10.82,15.73,34,16,140,1
998,sme_999,#uae to gai tel leny ! #indvsuae,CAG,#uae to gai tel leny ! #indvsuae,45.65,8.38,11,6,32,0
999,sme_1000,#shutdownJNU its high time the entire admission process of JNU be streamlined & made transparent. Any student above 25 yrs be thrown out,CAG,#shutdownjnu its high time the entire admission process of jnu be streamlined & made transparent. any student above 25 yrs be thrown out,61.45,10.15,32,22,136,0
1000,sme_1001,We can even leave off Pakistan based terrorists as they are known enemies. But we shouldn't tolerate these Inland bastards. #ShutDownJNU,CAG,we can even leave off pakistan based terrorists as they are known enemies. but we shouldn't tolerate these inland bastards. #shutdownjnu,52.58,11.14,33,21,136,0
1001,sme_1002,"rt @vksisodiya: waah bhai! gajab gajab! @fakingnews ok, india needs 1712 runs to win - uae #indvsuae http://t.co/yd4w5nffyj",CAG,"rt : waah bhai! gajab gajab!  ok, india needs 1712 runs to win - uae #indvsuae ",50.24,10.48,28,17,123,0
1002,sme_1003,"One who funds, supports or acts against the Nation in support of a traitor, is also considered as a Traitor in the eyes of law. #ShutDownJNU",CAG,"one who funds, supports or acts against the nation in support of a traitor, is also considered as a traitor in the eyes of law. #shutdownjnu",69.81,9.98,34,26,140,0
1003,sme_1004,@sudhirchaudhary Hafiz Sayeed should hire terrorists from JNU.He will get educated terrorists. #ShutDownJNU,CAG, hafiz sayeed should hire terrorists from jnu.he will get educated terrorists. #shutdownjnu,24.44,13.08,26,13,107,0
1004,sme_1005,متحدہ مخالف اداروں کو بند کرو. بہت ہو گیا !! جے ہند. #JNU #ShutDownJNU,OAG,متحدہ مخالف اداروں کو بند کرو. بہت ہو گیا !! جے ہند. #jnu #shutdownjnu,89.52,4.0,16,13,70,1
1005,sme_1006,Let's Arnab decide fate of JNU on timesnow #ShutDownJNU,CAG,let's arnab decide fate of jnu on timesnow #shutdownjnu,75.5,4.96,13,9,55,0
1006,sme_1007,Why this protest at this time?......Manufacture tensions by playing victim if police crack down on these anti-nationals? #ShutDownJNU,OAG,why this protest at this time?......manufacture tensions by playing victim if police crack down on these anti-nationals? #shutdownjnu,42.87,11.75,31,18,133,1
1007,sme_1008,Sonia's sleeper cell to trigger unrest in INDIA. #Presstitutes #AwardWapsi gang #SeditionGang #shutDownJNU @eparitosh,OAG,sonia's sleeper cell to trigger unrest in india. #presstitutes #awardwapsi gang #seditiongang #shutdownjnu ,23.43,13.47,28,14,117,1
1008,sme_1009,@SouleFacts but tht was just a secular liberal protest by a few civilized ppl exercising their freedom of speech. #ShutDownJNU,CAG, but tht was just a secular liberal protest by a few civilized ppl exercising their freedom of speech. #shutdownjnu,46.95,11.68,33,20,126,0
1009,sme_1010,"JNU student from Manipur found dead in his hostel room, body taken for post mortem, details awaited #ShutDownJNU",CAG,"jnu student from manipur found dead in his hostel room, body taken for post mortem, details awaited #shutdownjnu",66.37,8.47,26,18,112,0
1010,sme_1011,Only one university in India is making headlines these days and that too for wrong reasons ! #ShutDownJNU @rajnathsingh https:// twitter.com/ANI_news/statu s/791136284299452417 …,CAG,only one university in india is making headlines these days and that too for wrong reasons ! #shutdownjnu  https:// twitter.com/ani_news/statu s/791136284299452417 …,30.69,14.44,40,22,178,0
1011,sme_1012,What kind of Freedom of Speech Allows these Traitors to Honor a Terrorist at Taxpayer's Money #ShutDownJNU,OAG,what kind of freedom of speech allows these traitors to honor a terrorist at taxpayer's money #shutdownjnu,55.22,9.78,27,17,106,1
1012,sme_1013,when it comes to insulting Jawaharlal Nehru these congress goons go mad but they can insult sitting PM at will? #ShutDownJNU,OAG,when it comes to insulting jawaharlal nehru these congress goons go mad but they can insult sitting pm at will? #shutdownjnu,64.66,9.46,30,21,124,1
1013,sme_1014,@_YogendraYadav @Prakashkarat4pm Why are you quite on degadation of your university image #ShutDownJNU pic.twitter.com/IUXugDwGdK,CAG,  why are you quite on degadation of your university image #shutdownjnu pic.twitter.com/iuxugdwgdk,5.3,16.0,31,14,129,0
1014,sme_1015,#shutdownjnu All Edu Institutes should be closed until these Anti Nationalist are arrested..,OAG,#shutdownjnu all edu institutes should be closed until these anti nationalist are arrested..,37.46,11.26,24,13,92,1
1015,sme_1016,"Jst sw jnu students delivering antiindian slogans, each 1 of those traitors shud be suspended #shutdownJNU https:// twitter.com/aviralkshatriy a/status/697493066597281792 …",OAG,"jst sw jnu students delivering antiindian slogans, each 1 of those traitors shud be suspended #shutdownjnu https:// twitter.com/aviralkshatriy a/status/697493066597281792 …",13.11,16.4,41,20,172,1
1016,sme_1017,yeh match hay ya mazaak hay? 😆😂😂#indvsuae,CAG,yeh match hay ya mazaak hay? 😆😂😂#indvsuae,78.87,4.0,10,7,41,0
1017,sme_1018,"anyways, so slaughter pigs directly next time. Save time. (2of2) #ShutDownJNU",OAG,"anyways, so slaughter pigs directly next time. save time. (2of2) #shutdownjnu",64.92,6.94,17,11,77,1
1018,sme_1019,#ShutDownJNU These traitors shld be behind bars & shld be severely punished. They r openly threatening India. @PMOIndia dnt sleep! act.!,CAG,#shutdownjnu these traitors shld be behind bars & shld be severely punished. they r openly threatening india.  dnt sleep! act.!,51.18,11.09,32,20,136,0
1019,sme_1020,#ShutdownJNU ought to be war cry https:// twitter.com/chennaica/stat us/786918769180413952 …,CAG,#shutdownjnu ought to be war cry https:// twitter.com/chennaica/stat us/786918769180413952 …,44.41,9.55,18,10,92,0
1020,sme_1021,"@harsukhr When One innocent Muslim Father of ArmyMen was killed, RSS/BJP did NOT call killers AntiIndia DeshDrohi #ShutDownJNU",OAG," when one innocent muslim father of armymen was killed, rss/bjp did not call killers antiindia deshdrohi #shutdownjnu",33.47,13.06,33,18,126,1
